fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at;cycle_phase;cycle_factor
0,16;0,12;0,19;0;7745569;10077229;10126833;469714057;9529342;1094464;2024-11-09 23:29:52.954;0.521;-0.129
0,10;0,13;0,13;0;7734371;10074576;10124816;472002225;9522755;1094099;2024-11-09 23:31:15.558;0.521;-0.131
0,12;0,11;0,22;2;7757990;10075868;10126996;473581444;9513936;1091034;2024-11-09 23:33:19.682;0.521;-0.132
0,00;0,10;0,09;0;7745794;10075657;10127326;474241235;9563992;1085853;2024-11-09 23:34:46.897;0.521;-0.133
0,15;0,16;0,17;0;7766720;10075388;10121129;468532643;9568390;1082748;2024-11-09 23:37:38.305;0.521;-0.134
0,13;0,10;0,17;1;7733503;10076104;10119083;471404069;9568002;1090923;2024-11-09 23:38:48.356;0.522;-0.135
0,14;0,17;0,17;0;7761548;10076727;10133051;479024809;9486708;1084728;2024-11-09 23:41:38.709;0.522;-0.137
0,16;0,15;0,21;0;7743273;10075963;10115991;468548594;9518843;1082989;2024-11-09 23:43:12.749;0.522;-0.138
0,08;0,17;0,14;0;7778287;10074811;10121468;470477046;9493828;1086995;2024-11-09 23:44:51.012;0.522;-0.139
0,16;0,14;0,15;0;7749770;10075114;10122007;474049789;9525563;1086915;2024-11-09 23:47:17.196;0.522;-0.140
0,12;0,15;0,17;3;7763994;10076651;10122217;470807162;9504041;1081717;2024-11-09 23:50:56.864;0.523;-0.142
0,16;0,08;0,25;2;7747713;10076222;10121441;471893567;9468875;1086325;2024-11-09 23:51:32.012;0.523;-0.143
0,13;0,13;0,18;0;7744849;10074676;10117782;476532142;9545829;1078595;2024-11-09 23:54:25.885;0.523;-0.144
0,27;0,13;0,15;0;7746383;10077353;10124213;467737481;9464423;1084326;2024-11-09 23:54:34.074;0.523;-0.145
0,05;0,11;0,17;0;7751543;10076729;10121695;470552901;9535254;1082621;2024-11-09 23:58:21.312;0.523;-0.147
0,11;0,13;0,12;2;7748581;10077098;10122940;464332249;9468994;1078648;2024-11-09 23:59:30.972;0.524;-0.148
0,10;0,15;0,15;0;7741337;10074637;10125460;466240455;9464644;1079858;2024-11-10 00:02:18.499;0.524;-0.149
0,05;0,08;0,13;0;7747182;10076042;10122047;477575132;9523113;1082305;2024-11-10 00:04:17.760;0.524;-0.150
0,11;0,20;0,17;0;7748021;10076788;10131386;465947618;9518519;1076175;2024-11-10 00:05:33.346;0.524;-0.152
0,12;0,17;0,18;0;7747731;10075958;10120025;467956321;9425803;1079516;2024-11-10 00:08:28.291;0.524;-0.153
0,05;0,15;0,19;0;7740077;10075715;10134345;477116855;9454205;1075111;2024-11-10 00:10:55.019;0.525;-0.154
0,06;0,22;0,17;0;7763048;10074271;10121402;471732068;9436483;1077999;2024-11-10 00:12:53.571;0.525;-0.155
0,06;0,11;0,18;0;7739475;10074903;10123205;467079960;9408587;1069814;2024-11-10 00:13:05.246;0.525;-0.156
0,02;0,13;0,16;0;7747056;10074763;10121596;469599089;9407223;1072214;2024-11-10 00:16:12.314;0.525;-0.158
0,05;0,15;0,16;0;7742285;10077285;10114611;471493125;9408184;1070003;2024-11-10 00:17:49.866;0.525;-0.159
0,11;0,07;0,17;0;7736540;10073670;10124082;468171071;9442056;1073683;2024-11-10 00:19:50.950;0.526;-0.160
0,07;0,15;0,17;0;7728179;10074730;10119023;467261331;9417728;1072834;2024-11-10 00:22:08.549;0.526;-0.161
0,10;0,15;0,16;0;7755399;10076996;10127160;468251166;9385269;1071277;2024-11-10 00:22:33.445;0.526;-0.163
0,03;0,12;0,19;1;7750546;10073344;10126989;459327868;9450912;1068729;2024-11-10 00:26:59.139;0.526;-0.164
0,19;0,14;0,16;0;7751196;10076405;10122399;476189307;9378441;1069085;2024-11-10 00:28:38.242;0.526;-0.165
0,18;0,16;0,14;3;7745334;10077424;10132115;463895476;9378532;1062948;2024-11-10 00:29:16.144;0.527;-0.166
0,12;0,06;0,20;0;7758069;10076285;10116317;466976292;9382885;1062500;2024-11-10 00:31:46.344;0.527;-0.168
0,00;0,20;0,15;1;7742436;10077071;10131156;473974571;9431721;1069081;2024-11-10 00:34:24.811;0.527;-0.169
0,13;0,12;0,15;0;7745483;10074066;10122392;471628390;9383312;1070039;2024-11-10 00:36:11.462;0.527;-0.170
0,04;0,13;0,18;0;7749072;10074692;10119479;462524439;9410861;1063667;2024-11-10 00:38:18.965;0.527;-0.171
0,08;0,13;0,20;0;7771587;10074294;10124287;462538572;9421099;1063037;2024-11-10 00:38:34.712;0.528;-0.172
0,06;0,13;0,16;1;7757610;10074841;10113161;465517117;9404059;1057907;2024-11-10 00:42:33.777;0.528;-0.174
0,26;0,15;0,15;3;7748012;10076109;10118853;459448273;9366991;1057534;2024-11-10 00:43:34.074;0.528;-0.175
0,08;0,18;0,20;0;7744016;10075277;10122284;466402880;9377139;1060644;2024-11-10 00:45:58.815;0.528;-0.176
0,11;0,18;0,16;0;7748868;10074176;10124258;462110249;9365943;1057692;2024-11-10 00:47:15.008;0.528;-0.177
0,13;0,18;0,13;2;7726480;10077373;10130738;464485360;9361665;1061203;2024-11-10 00:49:35.932;0.529;-0.179
0,06;0,14;0,15;0;7747135;10077500;10117166;457366985;9342023;1062253;2024-11-10 00:51:42.906;0.529;-0.180
0,15;0,02;0,20;0;7736462;10074644;10117558;466568522;9382301;1057423;2024-11-10 00:53:42.109;0.529;-0.181
0,15;0,13;0,16;0;7745387;10074412;10120317;462284361;9376806;1052414;2024-11-10 00:56:22.969;0.529;-0.182
0,09;0,08;0,06;0;7764126;10073293;10121271;456114279;9309186;1058091;2024-11-10 00:57:27.354;0.529;-0.183
0,12;0,09;0,17;1;7730906;10075938;10130116;467305201;9356793;1060268;2024-11-10 00:59:09.034;0.530;-0.185
0,05;0,15;0,16;1;7720487;10075574;10118100;458287668;9288041;1055769;2024-11-10 01:01:14.020;0.530;-0.186
0,02;0,15;0,17;0;7746154;10078012;10126176;461843339;9297903;1054452;2024-11-10 01:04:30.531;0.530;-0.187
0,09;0,16;0,17;0;7718889;10075454;10118149;469192989;9348299;1054990;2024-11-10 01:05:40.491;0.530;-0.188
0,10;0,17;0,19;0;7718959;10073906;10114669;457755058;9323129;1052476;2024-11-10 01:08:11.158;0.530;-0.190
0,12;0,12;0,17;0;7739792;10075407;10118510;469373636;9280629;1046920;2024-11-10 01:08:41.179;0.531;-0.191
0,08;0,20;0,15;0;7755694;10076806;10105784;462414809;9335401;1046591;2024-11-10 01:11:56.571;0.531;-0.192
0,05;0,22;0,16;0;7727098;10075527;10119669;457227098;9324068;1045755;2024-11-10 01:13:36.233;0.531;-0.193
0,19;0,15;0,14;1;7745411;10074413;10124138;467630340;9298314;1045286;2024-11-10 01:16:20.723;0.531;-0.194
0,22;0,06;0,15;0;7753215;10073923;10109962;461605927;9293292;1052383;2024-11-10 01:17:22.158;0.531;-0.196
0,13;0,17;0,13;0;7743553;10075786;10116872;471381403;9293316;1044020;2024-11-10 01:18:48.876;0.532;-0.197
0,10;0,21;0,18;0;7735725;10076544;10123777;459117185;9320192;1050722;2024-11-10 01:22:26.744;0.532;-0.198
0,09;0,17;0,23;2;7754469;10073690;10118926;473173585;9282464;1043488;2024-11-10 01:22:43.267;0.532;-0.199
0,10;0,12;0,18;0;7747698;10075944;10117300;465353472;9297864;1048224;2024-11-10 01:25:58.208;0.532;-0.201
0,10;0,17;0,15;0;7737841;10074817;10117499;464116757;9310630;1045735;2024-11-10 01:26:35.904;0.532;-0.202
0,05;0,05;0,18;0;7750501;10074917;10111755;468490125;9240599;1043922;2024-11-10 01:29:11.677;0.533;-0.203
0,00;0,17;0,17;0;7744021;10074573;10122273;466224651;9309018;1041305;2024-11-10 01:31:21.419;0.533;-0.204
0,11;0,21;0,17;0;7737440;10075196;10121237;459350882;9226815;1047028;2024-11-10 01:32:53.883;0.533;-0.205
0,14;0,21;0,15;0;7739980;10074668;10119571;457684326;9249590;1044408;2024-11-10 01:35:08.692;0.533;-0.207
0,06;0,16;0,13;0;7729527;10075223;10120702;461683825;9230300;1036968;2024-11-10 01:37:36.568;0.533;-0.208
0,10;0,11;0,20;0;7744128;10074609;10119750;458351856;9229174;1036531;2024-11-10 01:40:29.061;0.534;-0.209
0,10;0,15;0,13;2;7737556;10076094;10115576;453462467;9246102;1035393;2024-11-10 01:42:06.636;0.534;-0.210
0,10;0,14;0,18;0;7762418;10075318;10117387;468658625;9249720;1042429;2024-11-10 01:44:05.778;0.534;-0.212
0,13;0,12;0,21;0;7728109;10076609;10120285;462725163;9247731;1040154;2024-11-10 01:46:55.629;0.534;-0.213
0,08;0,13;0,17;0;7749868;10074851;10119730;460109058;9209250;1039419;2024-11-10 01:48:37.066;0.534;-0.214
0,21;0,10;0,13;0;7734470;10076410;10121892;448399405;9250788;1039441;2024-11-10 01:50:49.168;0.535;-0.216
0,02;0,08;0,14;0;7734688;10076460;10116680;458611812;9239712;1041086;2024-11-10 01:50:51.666;0.535;-0.215
0,16;0,15;0,14;0;7729943;10073041;10122547;462715106;9213958;1037525;2024-11-10 01:53:14.514;0.535;-0.218
0,13;0,18;0,10;0;7749475;10074662;10108037;470190996;9219557;1035210;2024-11-10 01:55:37.347;0.535;-0.219
0,09;0,16;0,15;0;7740408;10075001;10114585;467212860;9245401;1037780;2024-11-10 01:58:28.511;0.535;-0.220
0,08;0,17;0,16;3;7754412;10075563;10123523;463034091;9186774;1027742;2024-11-10 01:58:36.369;0.536;-0.221
0,06;0,11;0,18;0;7744938;10076536;10122881;463133801;9220575;1031080;2024-11-10 02:02:40.610;0.536;-0.223
0,02;0,14;0,15;0;7750959;10075553;10116660;448642984;9213676;1031316;2024-11-10 02:02:59.523;0.536;-0.224
0,18;0,06;0,13;0;7747175;10075405;10107118;449991220;9154514;1031768;2024-11-10 02:04:50.363;0.536;-0.225
0,12;0,16;0,15;0;7755112;10075458;10123499;459741209;9219382;1034408;2024-11-10 02:08:17.095;0.536;-0.226
0,11;0,15;0,17;0;7740931;10076562;10120180;447654554;9179571;1031412;2024-11-10 02:08:54.357;0.537;-0.227
0,10;0,16;0,18;0;7749989;10075116;10122937;443988319;9198552;1032250;2024-11-10 02:13:00.737;0.537;-0.229
0,16;0,19;0,16;0;7732070;10074477;10119652;462827404;9116305;1028607;2024-11-10 02:13:19.298;0.537;-0.230
0,10;0,18;0,15;0;7745942;10073384;10120073;467000151;9187784;1027000;2024-11-10 02:16:47.490;0.537;-0.231
0,13;0,17;0,14;0;7736191;10076036;10120121;453366065;9166918;1029330;2024-11-10 02:17:10.614;0.537;-0.232
0,00;0,10;0,12;0;7743591;10074493;10111801;460675699;9098995;1021626;2024-11-10 02:18:59.031;0.537;-0.233
0,19;0,04;0,12;0;7738383;10075178;10115548;450843976;9140266;1027414;2024-11-10 02:21:55.486;0.538;-0.235
0,06;0,20;0,08;0;7758086;10076366;10123487;465231516;9165142;1020226;2024-11-10 02:24:06.586;0.538;-0.236
0,08;0,15;0,16;0;7726403;10074741;10115117;463148790;9152309;1021869;2024-11-10 02:25:19.459;0.538;-0.237
0,09;0,12;0,13;0;7759015;10076539;10115660;461243645;9166725;1024635;2024-11-10 02:28:26.327;0.538;-0.238
0,10;0,14;0,12;0;7736129;10076037;10117063;458159765;9106811;1023053;2024-11-10 02:29:41.549;0.538;-0.240
0,02;0,15;0,16;0;7721907;10074598;10114985;455363809;9120253;1019458;2024-11-10 02:31:28.213;0.539;-0.241
0,03;0,11;0,16;0;7730736;10074888;10128420;461810521;9072915;1019358;2024-11-10 02:34:11.889;0.539;-0.242
0,08;0,20;0,21;0;7737370;10075993;10120263;458074319;9100564;1016049;2024-11-10 02:35:49.157;0.539;-0.243
0,04;0,14;0,15;2;7740716;10071726;10125855;456045174;9066631;1016826;2024-11-10 02:38:16.903;0.539;-0.244
0,11;0,13;0,19;0;7747439;10076085;10108778;451051919;9134196;1019520;2024-11-10 02:39:29.971;0.539;-0.246
0,03;0,12;0,14;0;7724968;10075926;10109677;449556799;9124056;1018108;2024-11-10 02:41:36.075;0.540;-0.247
0,09;0,15;0,19;0;7744410;10074287;10122015;456774963;9087676;1010953;2024-11-10 02:43:11.854;0.540;-0.248
0,00;0,18;0,12;0;7748007;10074425;10116588;461720627;9053064;1012511;2024-11-10 02:46:00.084;0.540;-0.249
0,05;0,11;0,16;0;7751093;10075402;10108072;455608604;9114121;1012725;2024-11-10 02:48:07.483;0.540;-0.250
0,14;0,15;0,18;3;7750115;10074733;10116526;446920762;9113903;1010802;2024-11-10 02:50:12.408;0.540;-0.252
0,11;0,17;0,15;0;7747711;10077904;10118587;449166287;9080240;1015425;2024-11-10 02:52:21.242;0.541;-0.253
0,07;0,07;0,15;0;7737627;10075222;10111533;450564552;9025890;1014956;2024-11-10 02:53:01.307;0.541;-0.254
0,06;0,12;0,21;0;7723135;10075439;10115955;460731308;9049424;1008983;2024-11-10 02:55:11.378;0.541;-0.255
0,03;0,15;0,10;0;7721799;10075983;10117419;456756598;9046725;1010759;2024-11-10 02:57:26.456;0.541;-0.256
0,09;0,10;0,14;0;7741831;10075024;10111914;459571637;9024383;1008185;2024-11-10 02:59:24.710;0.541;-0.258
0,04;0,07;0,13;0;7735064;10075344;10115499;455671015;9040802;1004951;2024-11-10 03:01:28.648;0.542;-0.259
0,14;0,06;0,13;0;7726824;10073043;10122837;459307169;9072874;1008690;2024-11-10 03:04:30.449;0.542;-0.260
0,02;0,13;0,11;0;7733381;10074781;10114014;450649344;9043475;1010839;2024-11-10 03:06:54.548;0.542;-0.261
0,07;0,07;0,19;3;7730189;10078185;10115133;454275284;9038861;1003145;2024-11-10 03:06:58.402;0.542;-0.262
0,10;0,12;0,12;0;7738093;10074966;10116309;454078080;9064992;1001256;2024-11-10 03:09:57.387;0.542;-0.264
0,13;0,09;0,17;0;7724400;10074811;10112771;457833448;8981635;1001164;2024-11-10 03:11:18.958;0.543;-0.265
0,04;0,16;0,17;0;7729188;10074677;10117378;450423056;9035561;1003657;2024-11-10 03:12:53.166;0.543;-0.266
0,00;0,11;0,16;0;7739696;10074474;10117348;455259834;8973104;1008470;2024-11-10 03:14:38.138;0.543;-0.267
0,10;0,10;0,11;0;7755728;10075221;10106043;443804672;9005429;999691;2024-11-10 03:18:35.288;0.543;-0.268
0,07;0,20;0,11;0;7746938;10072753;10105565;456256437;8988252;999958;2024-11-10 03:20:41.524;0.543;-0.270
0,10;0,14;0,19;2;7740827;10073203;10108396;449579913;9016275;997400;2024-11-10 03:21:56.628;0.544;-0.271
0,05;0,11;0,18;0;7727394;10075766;10120968;451872694;8997101;998554;2024-11-10 03:22:52.475;0.544;-0.272
0,04;0,23;0,15;0;7752516;10074976;10118825;458489103;8994399;997539;2024-11-10 03:24:39.871;0.544;-0.273
0,09;0,21;0,20;0;7731844;10074802;10116809;456935149;8954682;1002991;2024-11-10 03:27:30.146;0.544;-0.274
0,03;0,10;0,13;0;7734407;10077187;10105340;452641645;8988471;997758;2024-11-10 03:29:00.129;0.544;-0.276
0,00;0,06;0,12;1;7761894;10073374;10104612;458125338;8955069;995997;2024-11-10 03:31:33.990;0.545;-0.277
0,09;0,09;0,15;0;7755979;10075390;10121729;457894124;8991903;998921;2024-11-10 03:34:19.989;0.545;-0.278
0,06;0,17;0,19;0;7741538;10074889;10118559;446400747;8970500;992941;2024-11-10 03:36:35.528;0.545;-0.279
0,00;0,09;0,15;0;7739139;10075149;10111444;457615981;8957748;991816;2024-11-10 03:38:42.790;0.545;-0.280
0,11;0,08;0,16;2;7742945;10075008;10113362;458006657;8920022;990244;2024-11-10 03:38:48.288;0.545;-0.282
0,09;0,08;0,14;0;7739435;10075370;10115071;447751193;8926939;996373;2024-11-10 03:42:23.077;0.546;-0.283
0,12;0,07;0,18;0;7743155;10075742;10127651;448837929;8931673;990819;2024-11-10 03:43:25.067;0.546;-0.284
0,12;0,12;0,10;1;7733307;10075842;10116792;454437957;8895472;994320;2024-11-10 03:46:47.955;0.546;-0.285
0,10;0,12;0,19;2;7737650;10073372;10107602;446151611;8877628;990186;2024-11-10 03:47:19.642;0.546;-0.286
0,02;0,16;0,19;0;7748786;10073892;10124596;444606818;8945453;988436;2024-11-10 03:50:02.814;0.546;-0.288
0,03;0,15;0,13;0;7735992;10075431;10106845;453776082;8946006;986621;2024-11-10 03:50:34.625;0.547;-0.289
0,07;0,01;0,14;0;7747343;10076732;10113775;441221001;8902985;986579;2024-11-10 03:54:28.968;0.547;-0.290
0,01;0,19;0,12;0;7734436;10074785;10120895;450738153;8925637;992381;2024-11-10 03:55:22.580;0.547;-0.291
0,02;0,07;0,15;0;7744296;10071996;10113603;461863894;8923131;991255;2024-11-10 03:57:51.707;0.547;-0.292
0,10;0,08;0,14;3;7727280;10075046;10118665;454531703;8848366;982927;2024-11-10 03:59:20.936;0.547;-0.294
0,10;0,12;0,14;0;7740152;10074772;10109692;446608841;8930782;988409;2024-11-10 04:01:31.318;0.548;-0.295
0,01;0,06;0,23;0;7729428;10074561;10115695;438580532;8845185;980532;2024-11-10 04:03:45.336;0.548;-0.296
0,05;0,06;0,09;0;7730809;10074303;10115764;451888271;8877493;982916;2024-11-10 04:05:37.361;0.548;-0.297
0,06;0,15;0,14;0;7747697;10074454;10110291;442234986;8902590;985451;2024-11-10 04:08:39.091;0.548;-0.300
0,07;0,10;0,20;3;7734705;10074978;10116599;439333577;8923242;980055;2024-11-10 04:08:56.576;0.548;-0.298
0,11;0,08;0,17;0;7729095;10074198;10109361;447319119;8909908;987377;2024-11-10 04:10:40.652;0.549;-0.301
0,11;0,07;0,17;3;7735715;10073595;10100307;447536220;8898220;985349;2024-11-10 04:14:22.600;0.549;-0.302
0,02;0,13;0,18;1;7755445;10075943;10106114;447401330;8827652;980421;2024-11-10 04:15:11.053;0.549;-0.303
0,02;0,14;0,16;0;7738062;10074899;10112301;441378533;8897182;977809;2024-11-10 04:19:00.465;0.549;-0.304
0,02;0,14;0,14;0;7737981;10073994;10113983;450774145;8821648;982270;2024-11-10 04:20:56.552;0.549;-0.305
0,07;0,06;0,09;2;7728758;10073950;10107521;444393561;8817368;979970;2024-11-10 04:21:43.889;0.550;-0.307
0,09;0,20;0,15;0;7726607;10074916;10110554;446225283;8826566;978840;2024-11-10 04:24:37.793;0.550;-0.308
0,00;0,09;0,14;1;7726723;10075477;10114106;446997476;8820366;981693;2024-11-10 04:25:38.139;0.550;-0.309
0,07;0,08;0,12;0;7745200;10074853;10105647;451991678;8834350;971496;2024-11-10 04:26:36.765;0.550;-0.310
0,08;0,08;0,20;0;7740331;10074627;10105055;447926244;8793719;976304;2024-11-10 04:30:04.498;0.550;-0.311
0,03;0,05;0,13;0;7731353;10073643;10111883;445609800;8837805;978659;2024-11-10 04:32:03.123;0.551;-0.313
0,00;0,08;0,17;0;7752984;10076142;10104280;446119479;8837780;971470;2024-11-10 04:33:31.783;0.551;-0.314
0,01;0,11;0,16;0;7727763;10074762;10108226;446902272;8812298;974769;2024-11-10 04:35:29.385;0.551;-0.315
0,05;0,10;0,12;0;7738282;10073368;10115402;444996128;8813465;977355;2024-11-10 04:38:31.310;0.551;-0.316
0,02;0,15;0,12;0;7727852;10074333;10110228;446067112;8776393;971037;2024-11-10 04:39:25.761;0.551;-0.317
0,01;0,03;0,11;0;7727169;10075318;10105210;452129254;8823084;975348;2024-11-10 04:41:02.361;0.552;-0.318
0,16;0,10;0,14;0;7727078;10075001;10110575;440446370;8776393;967132;2024-11-10 04:44:01.121;0.552;-0.320
0,03;0,13;0,11;0;7733884;10074190;10105198;442317210;8770704;972328;2024-11-10 04:44:49.865;0.552;-0.321
0,08;0,10;0,18;0;7736712;10072177;10108855;447748336;8828989;967606;2024-11-10 04:48:52.304;0.552;-0.322
0,13;0,11;0,16;0;7735872;10073773;10113033;451147893;8797130;966868;2024-11-10 04:49:48.085;0.552;-0.323
0,06;0,09;0,12;0;7737926;10075387;10102289;448437609;8798966;967105;2024-11-10 04:52:56.572;0.553;-0.324
0,06;0,07;0,14;1;7732683;10074200;10105229;446237826;8756304;971264;2024-11-10 04:53:28.450;0.553;-0.326
0,12;0,14;0,14;0;7729372;10071879;10114121;440676750;8727834;965735;2024-11-10 04:55:00.460;0.553;-0.327
0,05;0,08;0,11;0;7740450;10073639;10112431;440950313;8764125;963985;2024-11-10 04:56:57.840;0.553;-0.328
0,02;0,10;0,13;0;7741517;10075872;10105993;441462758;8738969;960503;2024-11-10 05:00:37.938;0.554;-0.330
0,10;0,07;0,14;0;7741528;10076348;10095793;436160592;8726847;961931;2024-11-10 05:00:40.947;0.553;-0.329
0,05;0,13;0,14;0;7745212;10073542;10105968;442765954;8712142;961979;2024-11-10 05:03:05.613;0.554;-0.331
0,04;0,06;0,11;0;7722680;10075021;10107398;438536112;8783413;962937;2024-11-10 05:05:23.271;0.554;-0.333
0,00;0,10;0,17;0;7726983;10074233;10108243;436779127;8694619;960872;2024-11-10 05:07:17.687;0.554;-0.334
0,04;0,09;0,20;0;7730480;10073271;10110729;454422894;8699688;963602;2024-11-10 05:08:51.518;0.554;-0.335
0,06;0,14;0,14;3;7727456;10074352;10110078;451239170;8706969;964280;2024-11-10 05:12:34.355;0.555;-0.336
0,00;0,11;0,14;1;7718581;10075158;10108212;445958571;8692070;954353;2024-11-10 05:14:51.756;0.555;-0.337
0,00;0,06;0,16;0;7755522;10074482;10106288;444826907;8707427;958050;2024-11-10 05:15:12.531;0.555;-0.339
0,00;0,14;0,16;0;7750708;10076028;10109136;438862913;8737861;953894;2024-11-10 05:17:02.962;0.555;-0.340
0,00;0,02;0,11;0;7748944;10074091;10113643;444594123;8721471;956995;2024-11-10 05:20:31.357;0.555;-0.341
0,13;0,07;0,11;0;7731934;10075133;10101871;433050432;8677205;961256;2024-11-10 05:22:39.401;0.556;-0.342
0,07;0,16;0,16;0;7728605;10075741;10098908;446277230;8713592;956670;2024-11-10 05:24:40.967;0.556;-0.343
0,06;0,18;0,14;0;7724844;10074505;10105509;449440455;8731864;957721;2024-11-10 05:25:34.420;0.556;-0.344
0,12;0,12;0,14;2;7735852;10072663;10107070;439240186;8724802;953712;2024-11-10 05:28:44.150;0.556;-0.346
0,00;0,09;0,14;0;7725958;10073412;10102987;444566919;8694108;955610;2024-11-10 05:29:37.764;0.556;-0.347
0,12;0,04;0,09;0;7725671;10073673;10106119;443714485;8688169;952373;2024-11-10 05:32:37.326;0.557;-0.348
0,08;0,07;0,09;0;7730145;10075038;10126574;445582565;8651717;956257;2024-11-10 05:34:18.373;0.557;-0.349
0,00;0,13;0,13;0;7727301;10074760;10116620;439734482;8681819;949632;2024-11-10 05:35:04.227;0.557;-0.350
0,08;0,08;0,18;1;7736745;10074843;10107513;443291978;8688608;951697;2024-11-10 05:36:47.533;0.557;-0.351
0,00;0,14;0,16;0;7740961;10075586;10105682;452852504;8668459;953868;2024-11-10 05:39:49.630;0.557;-0.353
0,16;0,03;0,17;3;7734733;10074855;10102546;439689950;8645329;948003;2024-11-10 05:42:25.591;0.558;-0.354
0,11;0,09;0,09;0;7728905;10074917;10112062;444572931;8657624;951888;2024-11-10 05:44:52.646;0.558;-0.355
0,02;0,05;0,13;0;7730438;10074623;10109463;441776097;8631736;949755;2024-11-10 05:45:32.629;0.558;-0.356
0,02;0,10;0,17;0;7732900;10074001;10114206;445890887;8662028;946526;2024-11-10 05:48:26.350;0.558;-0.357
0,08;0,14;0,12;0;7734709;10072860;10104513;432538798;8639567;941236;2024-11-10 05:49:46.083;0.558;-0.358
0,02;0,09;0,10;0;7759307;10074652;10101113;441325337;8638486;945248;2024-11-10 05:52:09.392;0.559;-0.360
0,01;0,12;0,10;0;7742510;10074885;10100586;437229240;8585454;942412;2024-11-10 05:53:03.591;0.559;-0.361
0,12;0,11;0,15;1;7754604;10073772;10109686;438211341;8607389;944820;2024-11-10 05:56:37.180;0.559;-0.363
0,00;0,12;0,10;3;7723202;10074456;10101153;445323179;8604588;942087;2024-11-10 05:57:00.129;0.559;-0.362
0,04;0,01;0,09;0;7729123;10074484;10108492;437917299;8636078;941985;2024-11-10 06:00:15.508;0.559;-0.364
0,13;0,11;0,12;0;7744992;10073928;10098417;431698439;8633161;940181;2024-11-10 06:01:18.998;0.560;-0.365
0,12;0,08;0,15;2;7710527;10074131;10109904;431418725;8554207;944817;2024-11-10 06:02:53.561;0.560;-0.367
0,06;0,02;0,12;2;7737321;10073983;10103216;433164371;8615365;944413;2024-11-10 06:04:44.002;0.560;-0.368
0,04;0,05;0,12;0;7738187;10073320;10103313;437144720;8574829;938867;2024-11-10 06:07:53.724;0.560;-0.369
