fw_load_avg_1_min;fw_load_avg_5_min;fw_load_avg_15_min;fw_cpu_used;mem_used;root_used;log_used;fw_total_alloc;total_rx_packets;total_tx_packets;created_at
0,20;0,20;0,24;1;7921009;10093176;10311244;646436813;19056145;1821689;2024-11-07 08:52:26.681
0,15;0,20;0,25;0;7920375;10093129;10310822;646810864;19060339;1821665;2024-11-07 08:53:01.007
0,17;0,11;0,24;0;7914628;10093185;10311473;646868303;19060790;1821534;2024-11-07 08:56:29.212
0,16;0,26;0,17;2;7917560;10093203;10310731;646559460;19058454;1821516;2024-11-07 08:57:18.905
0,22;0,15;0,26;0;7921564;10093215;10310844;646835656;19059728;1821666;2024-11-07 08:59:31.194
0,21;0,29;0,19;0;7918639;10093259;10311112;646956436;19056845;1821556;2024-11-07 09:02:29.467
0,30;0,28;0,22;2;7915104;10093223;10311047;646764411;19057631;1821645;2024-11-07 09:03:43.949
0,36;0,37;0,25;0;7919395;10093161;10311323;646950420;19060861;1821699;2024-11-07 09:06:46.524
0,11;0,24;0,26;0;7915615;10093192;10310482;647015078;19058199;1821646;2024-11-07 09:08:30.885
0,16;0,13;0,14;0;7913605;10093170;10311236;646752489;19059155;1821567;2024-11-07 09:10:06.909
0,12;0,27;0,21;2;7920363;10093197;10310895;646254270;19060834;1821599;2024-11-07 09:10:40.091
0,13;0,12;0,25;2;7917690;10093207;10311023;646761875;19059688;1821526;2024-11-07 09:12:37.284
0,28;0,10;0,21;0;7914923;10093150;10311572;646799568;19061501;1821696;2024-11-07 09:16:26.021
0,27;0,22;0,20;1;7915842;10093217;10311390;646893222;19059635;1821621;2024-11-07 09:18:11.077
0,14;0,16;0,28;0;7917129;10093145;10311470;647217357;19061632;1821698;2024-11-07 09:20:33.701
0,18;0,29;0,22;0;7917785;10093241;10311132;646853668;19060624;1821545;2024-11-07 09:20:46.398
0,21;0,34;0,19;0;7916288;10093122;10310546;646846322;19058120;1821593;2024-11-07 09:24:11.008
0,14;0,09;0,17;0;7919079;10093247;10311979;647092410;19059334;1821570;2024-11-07 09:25:19.864
0,26;0,26;0,25;0;7920513;10093213;10310404;646967173;19060182;1821535;2024-11-07 09:28:49.820
0,11;0,23;0,19;0;7918949;10093156;10310587;646758844;19060225;1821571;2024-11-07 09:29:35.468
0,13;0,15;0,13;0;7918178;10093218;10311504;646960214;19060250;1821534;2024-11-07 09:31:12.809
0,06;0,23;0,22;0;7915453;10093284;10310505;646704263;19059961;1821701;2024-11-07 09:34:03.780
0,30;0,22;0,26;0;7919635;10093130;10311777;646924141;19060105;1821633;2024-11-07 09:34:46.542
0,25;0,19;0,20;0;7915009;10093232;10310911;646558209;19059992;1821680;2024-11-07 09:38:16.984
0,50;0,29;0,19;0;7918687;10093264;10311342;646817764;19058992;1821563;2024-11-07 09:39:40.499
0,10;0,23;0,16;1;7915517;10093187;10310120;646676605;19057774;1821635;2024-11-07 09:42:18.707
0,06;0,26;0,16;1;7916477;10093250;10311070;646905803;19057978;1821575;2024-11-07 09:42:39.397
0,22;0,08;0,22;0;7916100;10093244;10310487;646503574;19062369;1821557;2024-11-07 09:45:37.128
0,06;0,25;0,24;0;7918646;10093237;10310604;646682753;19062406;1821578;2024-11-07 09:47:20.487
0,17;0,09;0,19;0;7915889;10093142;10311231;646791060;19058845;1821561;2024-11-07 09:48:35.527
0,24;0,13;0,33;0;7912157;10093143;10311519;646802929;19059985;1821645;2024-11-07 09:52:48.885
0,30;0,04;0,18;0;7916598;10093144;10311830;646354314;19060791;1821708;2024-11-07 09:53:01.821
0,20;0,18;0,21;0;7912411;10093207;10312107;647062435;19063233;1821753;2024-11-07 09:56:10.691
0,21;0,25;0,32;1;7922463;10093096;10311183;646891119;19059922;1821617;2024-11-07 09:57:47.880
0,29;0,11;0,25;1;7913396;10093129;10310581;646558678;19063394;1821691;2024-11-07 09:59:15.097
0,22;0,17;0,31;0;7919585;10093183;10311116;646813460;19061812;1821595;2024-11-07 10:01:01.269
0,15;0,16;0,15;0;7912260;10093219;10310540;646639197;19062893;1821587;2024-11-07 10:04:53.095
0,22;0,16;0,28;0;7919129;10093242;10311462;646959999;19061210;1821627;2024-11-07 10:05:33.061
0,42;0,28;0,06;0;7911552;10093269;10310928;646859795;19060617;1821759;2024-11-07 10:07:25.823
0,07;0,25;0,22;1;7913986;10093265;10311317;646895872;19062571;1821588;2024-11-07 10:10:23.648
0,27;0,25;0,25;0;7920431;10093229;10311561;646531384;19063566;1821584;2024-11-07 10:10:49.036
0,31;0,17;0,24;2;7918970;10093157;10311014;646871971;19060477;1821757;2024-11-07 10:13:08.720
0,34;0,13;0,26;1;7917504;10093171;10311237;646938424;19063027;1821678;2024-11-07 10:15:01.341
0,08;0,23;0,25;0;7918126;10093186;10312075;646864151;19062365;1821630;2024-11-07 10:17:11.644
0,01;0,28;0,19;2;7917903;10093218;10311106;646725085;19059417;1821773;2024-11-07 10:18:47.631
0,07;0,00;0,19;0;7923500;10093219;10310326;646636281;19060597;1821777;2024-11-07 10:22:34.525
0,24;0,11;0,30;1;7918307;10093140;10311303;646871947;19060939;1821724;2024-11-07 10:23:43.711
0,27;0,14;0,16;0;7918041;10093216;10311236;646678654;19063768;1821614;2024-11-07 10:26:07.701
0,19;0,17;0,12;0;7916777;10093155;10311356;646620337;19062818;1821684;2024-11-07 10:27:17.198
0,22;0,25;0,23;1;7919354;10093291;10311629;646612627;19060809;1821644;2024-11-07 10:29:20.388
0,24;0,20;0,19;0;7920722;10093220;10310787;647216898;19063754;1821672;2024-11-07 10:31:45.383
0,16;0,26;0,20;0;7916698;10093197;10311580;646621377;19060857;1821773;2024-11-07 10:33:55.015
0,07;0,22;0,19;0;7922320;10093201;10311085;646655114;19063486;1821697;2024-11-07 10:36:57.093
0,05;0,03;0,20;2;7915196;10093125;10310585;646383964;19063296;1821645;2024-11-07 10:38:15.236
0,07;0,31;0,07;0;7914459;10093248;10311350;646547126;19060752;1821670;2024-11-07 10:40:29.132
0,14;0,03;0,24;0;7915422;10093203;10311160;647000427;19064321;1821628;2024-11-07 10:41:43.558
0,23;0,23;0,22;0;7916084;10093150;10310450;646606555;19063620;1821671;2024-11-07 10:43:48.689
0,15;0,17;0,16;0;7917007;10093144;10310343;646317247;19063823;1821634;2024-11-07 10:45:10.707
0,00;0,30;0,14;2;7915963;10093169;10311126;646488700;19063498;1821682;2024-11-07 10:47:07.221
0,33;0,20;0,22;1;7918097;10093160;10312138;646723289;19065260;1821617;2024-11-07 10:50:40.701
0,19;0,34;0,27;1;7913123;10093179;10311260;647016181;19061458;1821728;2024-11-07 10:51:08.026
0,17;0,21;0,20;2;7913231;10093202;10311058;647345754;19063977;1821774;2024-11-07 10:53:19.219
0,32;0,33;0,22;0;7914938;10093217;10310995;647104901;19062287;1821767;2024-11-07 10:56:34.006
0,23;0,11;0,24;0;7910090;10093187;10312087;647029540;19061336;1821662;2024-11-07 10:56:57.185
0,29;0,24;0,21;0;7914947;10093189;10311514;646729644;19061168;1821779;2024-11-07 10:59:08.278
0,00;0,12;0,13;1;7920252;10093172;10312378;647033898;19063029;1821720;2024-11-07 11:01:43.864
0,24;0,30;0,24;1;7914607;10093195;10311259;646673911;19062488;1821682;2024-11-07 11:03:29.584
0,24;0,24;0,32;0;7920966;10093169;10312241;646386133;19064821;1821727;2024-11-07 11:05:16.067
0,19;0,17;0,14;0;7920970;10093145;10310781;647134850;19065116;1821735;2024-11-07 11:06:54.135
0,18;0,12;0,24;0;7912505;10093276;10310912;646652892;19065281;1821783;2024-11-07 11:09:27.574
0,36;0,25;0,15;1;7918565;10093209;10312045;646619470;19065936;1821679;2024-11-07 11:10:54.162
0,00;0,22;0,24;0;7915862;10093213;10311181;646848537;19062928;1821803;2024-11-07 11:13:04.531
0,22;0,33;0,28;1;7912029;10093189;10311536;646740929;19063379;1821653;2024-11-07 11:15:00.738
0,14;0,18;0,18;1;7917161;10093245;10311722;647012767;19064089;1821809;2024-11-07 11:17:08.832
0,18;0,28;0,25;0;7917850;10093168;10310546;647241541;19065451;1821696;2024-11-07 11:20:44.260
0,19;0,27;0,20;0;7916542;10093177;10311383;646779302;19066114;1821810;2024-11-07 11:21:50.547
0,28;0,20;0,26;0;7916432;10093184;10310861;646769722;19063198;1821670;2024-11-07 11:24:54.411
0,12;0,11;0,21;0;7919229;10093297;10312092;647102417;19061948;1821678;2024-11-07 11:26:47.185
0,24;0,33;0,25;0;7921246;10093238;10311112;646845992;19064622;1821729;2024-11-07 11:28:11.034
0,11;0,18;0,25;0;7919602;10093160;10312125;646909818;19064058;1821826;2024-11-07 11:29:56.113
0,00;0,17;0,19;1;7915160;10093105;10311029;646593406;19062702;1821718;2024-11-07 11:32:09.282
0,27;0,15;0,20;0;7919070;10093306;10310640;647110883;19066249;1821682;2024-11-07 11:34:39.333
0,19;0,38;0,26;0;7918822;10093195;10311472;646633220;19065526;1821685;2024-11-07 11:36:37.811
0,22;0,30;0,26;1;7913993;10093230;10312113;646744803;19066250;1821681;2024-11-07 11:37:36.360
0,19;0,23;0,30;0;7917975;10093280;10311009;646999338;19066285;1821745;2024-11-07 11:39:50.409
0,16;0,22;0,22;0;7921572;10093233;10311455;646960265;19062810;1821792;2024-11-07 11:42:42.660
0,27;0,26;0,28;0;7917012;10093259;10311416;646648370;19066194;1821690;2024-11-07 11:44:31.853
0,23;0,39;0,27;2;7910240;10093167;10311643;647010285;19066326;1821843;2024-11-07 11:46:00.136
0,20;0,21;0,31;0;7919985;10093256;10311600;646991476;19063979;1821847;2024-11-07 11:47:57.465
0,16;0,15;0,26;0;7922371;10093120;10311232;646796836;19064620;1821864;2024-11-07 11:49:00.230
0,39;0,20;0,17;0;7911463;10093232;10310745;646901590;19064407;1821775;2024-11-07 11:50:58.372
0,03;0,29;0,14;2;7915775;10093170;10311337;646840207;19063806;1821773;2024-11-07 11:53:41.062
0,10;0,24;0,16;0;7918291;10093210;10311647;646951123;19063149;1821766;2024-11-07 11:55:13.809
0,01;0,32;0,39;0;7914912;10093298;10310195;647134138;19065863;1821769;2024-11-07 11:58:28.612
0,22;0,35;0,21;0;7911241;10093169;10310952;646687849;19065759;1821781;2024-11-07 11:58:44.089
0,14;0,19;0,11;0;7916982;10093228;10310997;646679364;19063541;1821774;2024-11-07 12:01:17.311
0,16;0,28;0,24;0;7924943;10093175;10311385;646508700;19063770;1821831;2024-11-07 12:03:14.076
0,29;0,12;0,28;2;7915056;10093105;10311792;646941528;19067488;1821776;2024-11-07 12:06:05.531
0,09;0,28;0,17;2;7914767;10093196;10311965;646772861;19067766;1821858;2024-11-07 12:08:38.160
0,16;0,26;0,28;1;7920103;10093149;10311923;647112357;19064572;1821738;2024-11-07 12:08:49.479
0,25;0,10;0,24;0;7918208;10093237;10311465;646537141;19066858;1821721;2024-11-07 12:12:28.385
0,20;0,15;0,20;0;7916845;10093206;10311618;646762192;19064589;1821734;2024-11-07 12:12:32.726
0,25;0,23;0,15;0;7909949;10093206;10311115;646774180;19065781;1821856;2024-11-07 12:16:12.610
0,20;0,41;0,15;0;7919254;10093202;10312149;646903044;19064449;1821879;2024-11-07 12:17:26.091
0,23;0,05;0,29;0;7916444;10093291;10311276;646976945;19066548;1821798;2024-11-07 12:19:57.538
0,31;0,23;0,15;0;7921291;10093151;10310761;646753191;19064277;1821897;2024-11-07 12:22:54.201
0,10;0,02;0,25;0;7917352;10093201;10311108;647019617;19067902;1821880;2024-11-07 12:24:59.165
0,35;0,33;0,28;0;7914021;10093165;10311208;646924000;19068876;1821842;2024-11-07 12:25:33.595
0,32;0,26;0,22;0;7920951;10093178;10312324;647001180;19064859;1821869;2024-11-07 12:26:45.137
0,27;0,21;0,21;0;7918162;10093184;10310986;646656584;19065448;1821906;2024-11-07 12:30:40.338
0,00;0,29;0,31;1;7915963;10093219;10311275;647269648;19065960;1821764;2024-11-07 12:32:13.651
0,19;0,20;0,29;1;7912548;10093205;10311414;647053313;19064287;1821826;2024-11-07 12:34:43.087
0,16;0,21;0,16;0;7916889;10093197;10311100;646571357;19067258;1821753;2024-11-07 12:35:49.762
0,12;0,19;0,22;0;7914953;10093246;10311415;646956396;19068663;1821800;2024-11-07 12:36:40.833
0,34;0,19;0,21;0;7915149;10093131;10311286;646617038;19066038;1821773;2024-11-07 12:40:00.118
0,10;0,11;0,15;1;7920131;10093220;10311805;646921097;19069218;1821914;2024-11-07 12:42:09.600
0,16;0,12;0,23;0;7918768;10093212;10312343;646752463;19065786;1821887;2024-11-07 12:42:58.864
0,15;0,20;0,26;0;7918094;10093224;10312038;646898869;19069076;1821737;2024-11-07 12:46:32.419
0,20;0,13;0,24;1;7911824;10093118;10311439;646824223;19067656;1821870;2024-11-07 12:47:37.849
0,15;0,29;0,21;2;7923480;10093249;10310943;646781004;19068752;1821806;2024-11-07 12:49:00.381
0,22;0,22;0,25;0;7914986;10093189;10311189;647137719;19067713;1821841;2024-11-07 12:50:45.172
0,27;0,11;0,20;1;7918249;10093180;10311435;647050468;19069930;1821909;2024-11-07 12:53:14.485
0,06;0,29;0,22;1;7915585;10093188;10312681;647185691;19066655;1821749;2024-11-07 12:55:28.267
0,05;0,36;0,22;0;7920648;10093257;10311756;646970972;19067301;1821772;2024-11-07 12:57:59.952
0,28;0,28;0,23;0;7917038;10093161;10311640;646823651;19066550;1821877;2024-11-07 12:59:24.233
0,22;0,30;0,21;0;7915197;10093199;10311723;646979901;19067400;1821793;2024-11-07 13:02:22.320
0,20;0,24;0,30;0;7913105;10093201;10311267;646906434;19068951;1821880;2024-11-07 13:03:02.535
0,08;0,26;0,32;1;7916629;10093214;10310701;646754021;19068039;1821802;2024-11-07 13:05:51.631
0,05;0,23;0,22;0;7915092;10093170;10311373;646897597;19068452;1821821;2024-11-07 13:06:54.749
0,01;0,24;0,23;1;7916358;10093221;10311305;646985620;19068200;1821908;2024-11-07 13:11:00.211
0,34;0,33;0,19;0;7917629;10093200;10311737;646859339;19067254;1821827;2024-11-07 13:12:25.451
0,38;0,25;0,30;0;7922524;10093301;10311060;646805310;19069084;1821767;2024-11-07 13:13:24.639
0,31;0,17;0,24;1;7913946;10093211;10311257;646600740;19065832;1821866;2024-11-07 13:16:15.086
0,31;0,34;0,12;0;7915516;10093237;10311295;647070415;19068369;1821892;2024-11-07 13:18:24.134
0,17;0,20;0,23;1;7920796;10093201;10312285;646892365;19069879;1821812;2024-11-07 13:18:43.142
0,11;0,18;0,19;0;7922502;10093189;10312464;646755413;19066739;1821843;2024-11-07 13:22:50.406
0,11;0,16;0,22;0;7918249;10093162;10312417;646817206;19069861;1821850;2024-11-07 13:24:48.517
0,13;0,30;0,18;0;7920323;10093181;10311684;646744364;19066395;1821804;2024-11-07 13:24:59.866
0,26;0,16;0,23;0;7915826;10093212;10310485;646322818;19069774;1821893;2024-11-07 13:27:05.036
0,37;0,09;0,15;0;7920131;10093196;10311724;646749364;19066945;1821852;2024-11-07 13:29:32.377
0,20;0,24;0,19;0;7910806;10093211;10311096;646926497;19067415;1821775;2024-11-07 13:31:02.334
0,20;0,15;0,30;0;7916380;10093192;10312685;646698011;19068164;1821891;2024-11-07 13:34:11.915
0,31;0,29;0,16;0;7919861;10093240;10311401;646999859;19071118;1821840;2024-11-07 13:36:26.161
0,09;0,29;0,30;0;7917465;10093195;10311372;646835156;19071567;1821890;2024-11-07 13:36:37.746
0,12;0,14;0,20;0;7919696;10093136;10310946;646772921;19067971;1821817;2024-11-07 13:38:37.183
0,14;0,21;0,09;1;7917410;10093169;10311872;646575630;19068028;1821959;2024-11-07 13:40:36.765
0,17;0,32;0,20;0;7913125;10093140;10311326;646585405;19068934;1821783;2024-11-07 13:43:54.473
0,26;0,15;0,24;0;7920648;10093186;10311309;647064534;19069330;1821922;2024-11-07 13:46:51.616
0,36;0,20;0,31;0;7918578;10093180;10311432;646998540;19069631;1821954;2024-11-07 13:47:41.971
0,26;0,14;0,29;0;7915674;10093228;10311014;646913105;19068992;1821940;2024-11-07 13:49:48.097
0,24;0,21;0,18;1;7914517;10093219;10310917;646753037;19069065;1821937;2024-11-07 13:53:00.222
0,24;0,13;0,25;1;7918769;10093185;10310803;647175313;19067964;1821842;2024-11-07 13:53:18.328
0,33;0,25;0,15;0;7911975;10093212;10311358;647016011;19069695;1821841;2024-11-07 13:56:59.974
0,23;0,23;0,18;0;7910577;10093111;10312151;647288439;19070889;1821923;2024-11-07 13:57:10.878
0,39;0,22;0,31;0;7917318;10093150;10310570;647125603;19069673;1821898;2024-11-07 14:00:35.079
0,26;0,19;0,23;0;7914939;10093284;10311448;647013663;19068979;1821897;2024-11-07 14:00:45.106
0,13;0,19;0,28;1;7915361;10093115;10311574;646734917;19072397;1821994;2024-11-07 14:03:11.752
0,26;0,30;0,29;0;7915239;10093255;10311348;647112282;19069654;1821892;2024-11-07 14:05:20.751
0,00;0,28;0,28;0;7918295;10093228;10311094;646814217;19069783;1821829;2024-11-07 14:06:51.345
0,40;0,34;0,28;2;7915036;10093229;10311605;646885172;19071878;1821900;2024-11-07 14:09:49.545
0,22;0,26;0,27;0;7913448;10093210;10311272;646830121;19072422;1821935;2024-11-07 14:12:53.342
0,34;0,22;0,27;0;7917966;10093041;10312501;646746288;19071805;1821864;2024-11-07 14:14:38.436
0,09;0,24;0,20;1;7913184;10093202;10312479;646839578;19072420;1822013;2024-11-07 14:16:23.412
0,24;0,17;0,26;2;7914042;10093198;10311027;647052294;19072492;1821946;2024-11-07 14:18:04.223
0,29;0,23;0,13;0;7914277;10093235;10311698;647184783;19071785;1821921;2024-11-07 14:20:28.539
0,23;0,22;0,18;1;7912538;10093186;10312291;646897394;19068361;1821864;2024-11-07 14:22:45.780
0,24;0,29;0,27;1;7920384;10093146;10311021;646963068;19068579;1821904;2024-11-07 14:24:56.096
0,30;0,22;0,22;0;7913847;10093150;10311873;646553420;19072793;1822004;2024-11-07 14:25:14.641
0,04;0,12;0,29;0;7917323;10093256;10312466;646844761;19071123;1821887;2024-11-07 14:26:38.428
0,28;0,33;0,25;1;7915529;10093303;10311994;646927071;19073277;1821985;2024-11-07 14:29:54.902
0,32;0,21;0,26;0;7918169;10093160;10311487;646934697;19070964;1822000;2024-11-07 14:32:04.556
0,35;0,11;0,29;0;7911612;10093233;10311680;647173384;19071558;1821945;2024-11-07 14:34:27.042
0,11;0,32;0,24;0;7917579;10093126;10312153;647289894;19069691;1821889;2024-11-07 14:34:42.385
0,14;0,30;0,17;1;7920614;10093160;10311770;646722777;19069225;1822017;2024-11-07 14:37:33.949
0,28;0,32;0,29;0;7917772;10093266;10311363;647231433;19070045;1821896;2024-11-07 14:39:46.912
0,04;0,12;0,23;0;7907541;10093176;10311753;646923175;19070519;1821896;2024-11-07 14:40:30.795
0,31;0,16;0,21;0;7914171;10093248;10311943;646548609;19073042;1821984;2024-11-07 14:43:21.619
0,21;0,34;0,32;0;7920136;10093070;10311759;647114466;19069172;1821988;2024-11-07 14:44:57.941
0,09;0,16;0,25;0;7915635;10093105;10312139;646783593;19073761;1821932;2024-11-07 14:48:00.319
0,10;0,19;0,24;0;7919879;10093114;10311421;646858251;19070952;1821996;2024-11-07 14:48:31.134
0,21;0,25;0,24;1;7920853;10093248;10311395;646695407;19069830;1821909;2024-11-07 14:50:45.865
0,22;0,00;0,21;0;7914216;10093253;10311286;647012772;19072141;1821951;2024-11-07 14:52:57.705
0,25;0,26;0,11;0;7909084;10093278;10311936;647040108;19071022;1821985;2024-11-07 14:55:14.876
0,04;0,36;0,24;1;7915670;10093183;10310969;646740786;19073952;1822030;2024-11-07 14:57:44.767
0,14;0,32;0,23;1;7916889;10093238;10311845;646999953;19072411;1822050;2024-11-07 15:00:19.936
0,34;0,32;0,31;0;7919120;10093231;10311083;646951801;19072215;1821963;2024-11-07 15:02:32.749
0,11;0,18;0,26;0;7920540;10093243;10311742;646861650;19074527;1821914;2024-11-07 15:02:33.091
0,34;0,29;0,23;0;7919628;10093069;10311589;646842271;19074410;1821977;2024-11-07 15:04:43.057
0,15;0,18;0,11;1;7915858;10093253;10311767;646816696;19070559;1821995;2024-11-07 15:07:07.057
0,18;0,23;0,26;0;7917827;10093163;10311872;646946885;19070564;1821944;2024-11-07 15:09:47.796
0,16;0,32;0,23;0;7912568;10093177;10312023;646659695;19070769;1821880;2024-11-07 15:12:30.137
0,09;0,21;0,24;2;7916583;10093160;10311927;646777593;19071869;1822019;2024-11-07 15:14:36.691
0,17;0,16;0,32;0;7916208;10093197;10312074;646884948;19073584;1821915;2024-11-07 15:14:56.967
0,02;0,22;0,20;0;7916000;10093221;10312036;646907637;19072300;1821907;2024-11-07 15:17:45.296
0,17;0,27;0,26;1;7912415;10093219;10311749;647036786;19074094;1821889;2024-11-07 15:18:52.622
0,11;0,18;0,24;0;7915616;10093143;10310800;646885302;19072774;1821936;2024-11-07 15:22:35.023
0,27;0,32;0,24;0;7916090;10093181;10311348;647108905;19073252;1821906;2024-11-07 15:23:21.488
0,10;0,13;0,16;0;7917548;10093310;10311832;647256319;19073677;1822059;2024-11-07 15:25:16.723
0,26;0,16;0,24;0;7912942;10093259;10310915;646788224;19071412;1822025;2024-11-07 15:28:01.355
0,23;0,07;0,24;0;7915883;10093238;10312635;646796857;19072417;1822030;2024-11-07 15:30:05.600
0,06;0,14;0,23;2;7919459;10093164;10312296;646960779;19073215;1821980;2024-11-07 15:31:08.030
0,30;0,11;0,19;0;7918616;10093122;10311779;647054795;19072713;1822049;2024-11-07 15:32:42.607
0,20;0,29;0,10;0;7915872;10093241;10311599;646796329;19072932;1822025;2024-11-07 15:36:35.810
0,26;0,26;0,28;0;7919656;10093206;10311269;646608479;19071783;1822005;2024-11-07 15:38:52.824
0,21;0,13;0,20;0;7918364;10093218;10311797;646749055;19071329;1822078;2024-11-07 15:39:43.151
0,34;0,24;0,21;0;7917720;10093236;10311424;646969902;19073063;1822001;2024-11-07 15:41:42.544
0,15;0,26;0,25;1;7916161;10093297;10311546;646854303;19071445;1822022;2024-11-07 15:43:11.265
0,25;0,21;0,22;0;7916187;10093218;10311826;646937963;19072597;1821994;2024-11-07 15:44:37.370
0,32;0,21;0,27;0;7916916;10093261;10312307;646465612;19071514;1822028;2024-11-07 15:47:49.043
0,23;0,25;0,14;2;7917347;10093250;10312189;647372222;19072791;1821945;2024-11-07 15:50:45.063
0,33;0,18;0,14;0;7918494;10093250;10310786;646795861;19074797;1822023;2024-11-07 15:52:22.124
0,10;0,26;0,24;0;7918708;10093215;10311771;646588702;19076163;1822046;2024-11-07 15:54:42.358
0,16;0,20;0,18;0;7912012;10093222;10312089;647436992;19073588;1821968;2024-11-07 15:54:52.508
0,35;0,26;0,14;0;7920038;10093228;10311330;647042209;19073897;1821950;2024-11-07 15:58:05.784
0,24;0,20;0,27;0;7916770;10093194;10312682;646776893;19075906;1822078;2024-11-07 16:00:39.263
0,20;0,36;0,19;0;7921035;10093181;10312014;647058203;19075802;1822065;2024-11-07 16:01:08.840
0,12;0,23;0,21;2;7915954;10093116;10311609;646702589;19072287;1822001;2024-11-07 16:03:18.058
